file,image type,face id,dominant 1,percent 1,dominant 2,percent 2,skin tone,tone label,accuracy(0-100)
23.PNG,color,1,#DCB3A1,0.66,#6A4A3F,0.34,#E7C1B8,CI,82.12
23.PNG,color,1,#DCB3A1,0.66,#6A4A3F,0.34,#E7C1B8,CI,82.12
