file,image type,face id,dominant 1,percent 1,dominant 2,percent 2,skin tone,tone label,accuracy(0-100)
Profilepic_Panadda.jpg,color,1,#E6B4A2,0.82,#6C433A,0.18,#E7C1B8,CI,87.94
Profilepic_Panadda.jpg,color,1,#E6B4A2,0.82,#6C433A,0.18,#E7C1B8,CI,87.94
